,Word,ConcRating,Mean Sharedness,Absolute Sharedness,Most Rel Words,Sem Feats
17816,july,2.93,3.090909090909091,"[3, 3, 4, 3, 3, 2, 6, 2, 3, 3, 2]","['june', 'fall', 'week', 'prom', 'toga']","['month_shorter_months_days_consecutive', 'days_seven_31_30_consists', 'year_school_end_academic_many', 'hemisphere_northern_summer_southern_winter', 'roman_named_goddess_juno_caesar', 'cancer_leo_signs_gemini_zodiac', 'day_holidays_valentine_celebrated_holiday', 'year_leap_days_seventh_365', 'independence_4th_seeks_day_july', 'tourists_attracts_tourism_visitors_season', 'harvest_season_crops_many_time']"
32181,they,2.93,3.5,"[3, 6, 2, 4, 4, 2]","['whom', 'them', 'noun', 'hers', 'folk']","['people_refers_person_refer_thing', 'pronoun_demonstrative_third_indefinite_interrogative', 'subject_sentence_predicate_links_object', 'gender_genders_unisex_languages_different', 'group_indicates_groups_things_item', 'functions_function_grammatically_word_auxiliary']"
35624,veto,2.93,3.6666666666666665,"[8, 2, 6, 3, 2, 1]","['coup', 'norm', 'pact', 'riot', 'jilt']","['enforced_law_enforceable_enforces_laws', 'processes_rules_procedures_legislative_involves', 'political_politics_power_issues_exercised', 'rejection_reject_proposal_decision_rejected', 'balance_balances_imbalance_neutrality_balanced', 'absolute_limited_bound_time_endless']"
5352,clue,2.93,4.142857142857143,"[9, 2, 11, 2, 2, 2, 1]","['hint', 'peek', 'noir', 'user', 'cube']","['games_used_video_game_darts', 'clue_game_enigma_riddle_den', 'information_piece_personal_seeks_summarizes', 'reasoning_logical_reason_requires_logic', 'auditory_visual_textual_elements_monocular', 'mystery_mysterious_detective_mysteries_stories', 'investigation_forensic_investigations_crime_revealed']"
2865,bios,2.92,2.2857142857142856,"[3, 3, 3, 1, 2, 2, 2]","['prey', 'cell', 'dump', 'born', 'soul']","['organisms_organism_living_prokaryotic_eukaryotic', 'ecosystems_ecosystem_part_diverse_unique', 'life_basic_unit_energy_force', 'habitat_habitats_natural_organisms_found', 'studied_biological_microbiology_pharmacology_biology', 'environment_environmental_changes_sensitive_impact', 'life_existence_refers_beginning_earliest']"
31945,temp,2.92,3.25,"[7, 4, 3, 2, 3, 4, 2, 1]","['heat', 'cold', 'warm', 'soft', 'seal']","['weather_overcast_skies_describe_cloudy', 'comfort_associated_food_provides_levels', 'weather_patterns_forecasts_influences_affects', 'climate_change_impacts_risk_affected', 'measured_degrees_thermometers_fahrenheit_celsius', 'temperature_degrees_heat_fahrenheit_celsius', 'thermal_heat_thermodynamics_transfers_convection', 'matter_changes_state_states_disintegration']"
3321,bonk,2.91,3.6,"[6, 5, 2, 3, 2]","['wham', 'oink', 'slay', 'lisp', 'thud']","['onomatopoeic_onomatopoeia_word_onomatopoetic_frequently', 'hit_strike_means_failure_reach', 'sound_effect_absorbs_creates_substitution', 'impact_collision_indicates_sudden_represents', 'comedy_clowns_clown_jesters_slapstick']"
17736,joke,2.9,3.75,"[4, 7, 6, 2, 4, 3, 2, 2]","['jest', 'poem', 'gosh', 'twig', 'rude']","['story_stories_tell_tells_convey', 'offensive_considered_inappropriate_speech_senses', 'length_varies_lengths_comes_various', 'sarcasm_irony_sarcastic_contain_verbal', 'wordplay_dolls_play_may_involve', 'comedy_slapstick_routine_comedic_performance', 'humor_subject_form_potty_toilet', 'social_interactions_used_socializing_gatherings']"
36481,wimp,2.9,4.076923076923077,"[5, 7, 5, 7, 3, 6, 4, 7, 1, 2, 2, 1, 3]","['bold', 'dare', 'meek', 'hero', 'wary']","['stands_standing_upright_stand_hind', 'courage_bravery_brave_embodies_metaphorically', 'strength_lacks_weakness_muscle_physical', 'leader_captain_leaders_disciples_followers', 'risk_risks_taking_dangers_assessment', 'criticism_sensitive_criticized_critique_critics', 'anxiety_stress_cause_anxious_induce', 'confidence_self_confident_implies_arrogance', 'visually_unappealing_displays_behavior_nondescript', 'confrontational_confrontation_avoids_non_confrontations', 'submissive_submissiveness_nature_defeat_personality', 'assertiveness_assertive_assert_struggles_truthfulness', 'aggressive_behavior_rebellious_manipulative_passive']"
36480,wilt,2.9,4.166666666666667,"[12, 2, 4, 4, 2, 1]","['palm', 'herb', 'bush', 'barf', 'fall']","['leaves_edible_trees_needle_buds', 'reversible_reversed_freezing_intervention_proper', 'dehydration_drinking_eating_lead_frequent', 'plants_plant_found_phloem_leaves', 'plants_plant_disease_health_causes', 'caused_genetics_result_tight_lights']"
29851,spec,2.9,5,"[5, 5]","['kiln', 'tear', 'blur', 'weld', 'eyed']","['used_manufacturing_making_industries_die', 'vision_blur_affected_glaucoma_impairments']"
31940,tell,2.9,6.6,"[20, 4, 4, 1, 4]","['talk', 'seem', 'said', 'like', 'gape']","['verb_form_english_language_zygote', 'emotions_express_feelings_convey_emotion', 'speaking_involves_dialogue_simmering_words', 'listener_receiver_requires_sender_speaker', 'deceptive_truthful_deceitful_honest_practice']"
27409,rush,2.9,7,[7],"['dire', 'soon', 'flee', 'plea', 'hark']",['urgency_haste_sense_conveys_urgent']
20091,mini,2.89,2.75,"[3, 2, 3, 3]","['soil', 'faux', 'tiny', 'snow', 'anti']","['expensive_cheaper_cost_less_economical', 'prefix_jack_as_english_shortened', 'compact_compacted_snowballs_compaction_snowball', 'small_size_something_miniature_smaller']"
35980,warn,2.89,4.166666666666667,"[5, 4, 6, 2, 2, 6]","['undo', 'meet', 'heed', 'exit', 'slow']","['signs_sign_marked_signage_advertising', 'danger_potential_caution_threat_warns', 'caution_cautious_carefulness_concern_cautiousness', 'communication_conversation_involves_conversational_conversations', 'immediate_response_action_requires_startle', 'safety_device_protocols_measures_safekeeping']"
13063,fury,2.89,5.125,"[5, 3, 4, 5, 11, 6, 5, 2]","['rage', 'fear', 'hate', 'fuss', 'rude']","['aggression_symbol_territorial_warning_threat', 'injustice_injustices_perceived_triggered_powerlessness', 'anger_frustration_associated_rage_expressions', 'shouting_complaints_complaining_involves_often', 'emotion_intense_describes_attitude_emotional', 'heart_rate_increases_elevated_increase', 'art_depicted_literature_paintings_arts', 'fight_flight_response_or_triggers']"
25516,raid,2.88,4,"[9, 6, 4, 2, 4, 2, 1]","['ploy', 'navy', 'gasp', 'moat', 'bunt']","['surprise_expresses_amazement_express_element', 'enforcement_law_subject_police_plate', 'military_forces_armed_branch_nation', 'attack_attackers_deterrent_sieges_designed', 'coordination_requires_balance_improves_coordinated', 'target_targets_targeted_objects_towards', 'sudden_suddenly_occurs_attack_unexpected']"
36583,wisp,2.87,3,"[6, 2, 3, 3, 1]","['cork', 'lacy', 'bale', 'lace', 'foam']","['lightweight_easy_handling_transport_designed', 'straw_hay_made_straws_bunch', 'delicate_texture_subtle_thin_appearance', 'smoke_fog_vapor_cloud_mushroom', 'ethereal_delicatessen_quality_jewish_ghostly']"
25583,rank,2.86,3,"[6, 1, 2, 2, 1, 6]","['doer', 'ploy', 'wage', 'perk', 'flag']","['responsibility_responsibilities_duties_responsible_duty', 'position_hierarchy_inherits_level_denotes', 'competitions_competitive_used_competition_contest', 'insignia_emblems_emblem_symbols_symbol', 'privileges_privilege_status_elevate_responsibilities', 'salary_compensation_wages_pay_paid']"
19722,meld,2.86,3.25,"[3, 6, 2, 2]","['ante', 'golf', 'test', 'dunk', 'exam']","['games_card_cards_game_term', 'scored_scoring_score_graded_points', 'decks_cards_multiple_sequence_number', 'game_games_affects_pace_outcome']"
37019,zero,2.86,3.75,"[4, 5, 6, 5, 2, 4, 2, 2]","['five', 'four', 'byte', 'code', 'warm']","['binary_bits_code_decimal_consists', 'numbers_number_256_decimal_floor', 'mathematics_used_mathematical_algebra_science', 'number_integer_prime_numbers_specificity', 'nothingness_concept_zero_symbolizes_symbolized', 'temperature_degrees_heat_fahrenheit_celsius', 'even_number_evens_odds_odd', 'null_quantity_zero_represents_value']"
31123,sulk,2.86,3.857142857142857,"[2, 7, 7, 2, 3, 3, 3]","['mope', 'glum', 'alas', 'wish', 'mime']","['brooding_sulking_accompanied_lethargy_involve', 'disappointment_leads_lead_result_response', 'silent_silently_aloud_performs_suppressed', 'verbal_communication_non_form_uncommunicative', 'aggressive_behavior_rebellious_manipulative_passive', 'mood_lighten_song_tone_reflects', 'coping_mechanism_mechanisms_strategies_used']"
17727,join,2.86,5.333333333333333,"[9, 5, 2]","['duet', 'fold', 'pact', 'team', 'lose']","['permanent_temporary_persistent_lasting_semi', 'collaboration_cooperation_requires_consensus_teamwork', 'connects_two_connected_connect_elements']"
12185,flaw,2.86,6.75,"[13, 7, 2, 5]","['need', 'torn', 'near', 'seem', 'bare']","['subjective_context_nature_personal_based', 'vulnerability_vulnerable_imply_vulnerabilities_exploitation', 'functionality_affect_bugs_reduces_function', 'severity_varies_severe_vary_glasgow']"
35573,verb,2.85,3,"[6, 3, 3, 4, 1, 2, 4, 2, 2, 2, 6, 1]","['been', 'were', 'have', 'army', 'hunk']","['action_actions_describes_performed_act', 'speech_part_form_colloquial_english', 'emotional_state_physical_civil_intellectual', 'tense_ve_past_tenses_contractions', 'indirect_direct_intransitive_transitive_questions', 'conjugated_conjugations_conjugation_differently_subject', 'irregular_shape_irregularly_regular_shaped', 'subjunctive_mood_imperative_indicative_moods', 'passive_infinitive_voice_participle_be', 'passive_active_voice_selected_traits', 'command_commands_used_chain_following', 'followed_noun_often_pronoun_verb']"
27157,roam,2.85,3.4285714285714284,"[6, 3, 4, 3, 3, 4, 1]","['trek', 'echo', 'rode', 'dead', 'walk']","['leisure_activity_leisurely_activities_prefers', 'alone_solo_groups_done_performed', 'occurs_occur_erogenous_zone_urban', 'exploration_adventure_explored_rovers_associated', 'navigation_skills_beginners_navigate_accessible', 'movement_moves_move_side_moving', 'humans_done_animals_applied_many']"
19094,lurk,2.85,3.8333333333333335,"[3, 7, 5, 4, 2, 2]","['kill', 'bury', 'pelt', 'mope', 'hunt']","['behavior_behaviors_habitual_deeds_usual', 'predators_predatory_predation_associated_protects', 'hunting_hunts_treasure_animals_small', 'hidden_hide_hiding_buried_walls', 'concealment_concealed_secrecy_conceal_something', 'stealth_stealthily_stealthy_stealthiness_requires']"
9902,earl,2.85,4.2,"[4, 6, 3, 4, 1, 1, 4, 6, 10, 3]","['duke', 'lord', 'dame', 'veto', 'tsar']","['aristocracy_nobility_feudal_royalty_associated', 'title_nobility_ruler_woman_noble', 'peerage_system_british_honours_part', 'land_estate_owns_property_estates', 'viscount_marquess_ranks_ranked_marquis', 'lords_sit_house_uk_reforms', 'coat_arms_thick_wears_white', 'political_politics_power_issues_exercised', 'charitable_charity_philanthropy_philanthropic_charities', 'rank_ranks_coronet_ranking_matching']"
2714,beta,2.84,2,"[2, 2]","['quiz', 'frat', 'zing', 'sand', 'cage']","['greek_letter_alphabet_names_second', 'test_testing_tested_tests_testers']"
31773,task,2.84,3.25,"[4, 4, 6, 3, 3, 2, 2, 2]","['role', 'beep', 'shed', 'logo', 'sell']","['assigned_delegated_delegates_tasks_override', 'complex_simple_complicated_intricate_multifaceted', 'effort_requires_require_attempt_effortlessness', 'workshops_seminars_workshop_project_toolboxes', 'repetitive_unique_often_repetitiveness_repetitively', 'deadline_date_deadlines_may_due', 'goal_goals_objective_objectives_purpose', 'profit_result_product_loss_outcome']"
13466,give,2.83,4,"[4, 4]","['nice', 'quit', 'gave', 'help', 'kind']","['voluntary_forced_obligatory_action_voluntarily', 'generosity_generous_charity_yielding_suggests']"
4150,calm,2.83,4.333333333333333,"[8, 4, 6, 5, 3, 4, 6, 2, 1]","['ease', 'yoga', 'fury', 'dusk', 'fear']","['meditation_mindfulness_meditates_meditative_watchfulness', 'peaceful_quiet_peacefulness_considered_serene', 'relaxation_associated_state_invokes_induce', 'stress_relief_inducing_absence_relieve', 'tranquility_tranquil_sense_calmness_associated', 'peace_goodwill_symbolizes_harmony_peacefulness', 'heart_rate_increases_elevated_increase', 'quiet_environment_seclusion_quieter_undertaken', 'breathing_slower_rapid_puffiness_accompanied']"
9426,dolt,2.83,4.625,"[9, 3, 7, 3, 6, 4, 2, 3]","['fool', 'dumb', 'redo', 'wife', 'quiz']","['tasks_performs_task_perform_household', 'judgment_good_lack_poor_lacks', 'mistakes_mistake_correct_correction_makes', 'naive_gullible_appear_naïve_innocent', 'learning_learns_learn_speak_passion', 'awareness_ignorance_unaware_lack_social', 'intelligence_lack_lacks_portrayed_unintelligent', 'understand_slow_quickness_learn_perceive']"
35286,upon,2.83,5,"[9, 4, 2]","['onto', 'over', 'whom', 'from', 'rely']","['preposition_object_prepositions_adverbs_phrasal', 'position_indicates_something_refers_else', 'reliance_dependence_dependency_self_contingency']"
26036,redo,2.82,4.8,"[7, 6, 4, 3, 4]","['dolt', 'file', 'fail', 'babe', 'film']","['mistakes_mistake_correct_correction_makes', 'learning_learns_learn_speak_passion', 'improvement_improves_improve_circumstances_practice', 'edited_editing_revised_pacing_altered', 'repetition_repetitions_chords_notes_repeated']"
19099,lush,2.8,2.75,"[5, 2, 5, 3, 2, 2, 1, 2]","['mist', 'arid', 'mesa', 'putt', 'tend']","['found_deserts_regions_arid_climates', 'plants_plant_wort_gardens_forests', 'landscapes_landscape_landscaped_landscaping_natural', 'feels_moist_damp_touch_wet', 'green_putting_reading_often_practiced', 'vegetation_overgrown_sparse_lush_covered', 'fresh_smells_earthy_smell_pungent', 'growth_rapid_abundant_goes_rate']"
13708,gory,2.8,5.8,"[8, 5, 9, 5, 2]","['gore', 'card', 'dice', 'kill', 'maim']","['violence_violent_associated_often_intimidation', 'disgust_shock_sense_revulsion_expresses', 'games_used_video_game_darts', 'death_life_ends_alive_results', 'horror_movies_films_depicted_scenes']"
10881,even,2.79,2.2857142857142856,"[4, 3, 3, 2, 2, 1, 1]","['nine', 'four', 'last', 'loop', 'veto']","['sequence_sequences_position_follows_fibonacci', 'symmetrical_symmetric_asymmetrical_bilaterally_two', 'odd_number_opposite_even_zero', 'digit_single_ends_decimal_number', 'balance_balances_imbalance_neutrality_balanced', 'divisible_units_smaller_divisibility_divisors', 'remainder_divided_removed_leaves_two']"
15643,idle,2.79,2.8,"[4, 3, 4, 2, 1]","['blah', 'taut', 'heal', 'yawn', 'fool']","['boredom_boring_uninteresting_bored_blah', 'unpredictability_unproductive_unremarkable_imply_inaccessibility', 'lacks_motivation_lack_experience_depressions', 'rest_state_need_requires_immobilization', 'present_new_use_normally_still']"
36566,wiry,2.79,3.25,"[4, 3, 2, 4]","['rope', 'pogo', 'cent', 'pane', 'news']","['flexible_rigid_elasticated_functionality_material', 'break_breaking_breakable_breaks_breakage', 'tensile_strength_high_rating_increases', 'metal_made_plastic_often_typically']"
29625,solo,2.79,4,"[2, 3, 9, 3, 3]","['skit', 'feat', 'fest', 'film', 'lift']","['musical_performance_music_musicality_experimentation', 'independence_4th_seeks_day_july', 'music_accompaniment_accompanied_instrumental_often', 'improvised_scripted_composed_precomposed_choreographed', 'talent_exceptional_performer_skill_highlights']"
27017,rich,2.79,4,"[10, 5, 3, 5, 5, 2, 2, 3, 1]","['fund', 'posh', 'poor', 'snob', 'pomp']","['charitable_charity_philanthropy_philanthropic_charities', 'wealth_assets_status_possesses_affluent', 'exclusive_access_available_membership_clubs', 'luxury_luxurious_luxuries_afford_prefers', 'investment_investments_invested_financial_markets', 'basic_lacks_resources_necessities_financial', 'income_lives_net_high_worth', 'financial_financially_support_partner_responsibilities', 'travels_often_travel_destination_tours']"
36112,weak,2.79,4,"[7, 5, 5, 4, 2, 1]","['puny', 'flaw', 'limp', 'wimp', 'hack']","['vulnerability_vulnerable_imply_vulnerabilities_exploitation', 'strength_lacks_weakness_muscle_physical', 'broken_fragile_damaged_snapped_easily', 'resistance_resists_resisted_resist_low', 'prone_injuries_sprains_injury_damage', 'intensity_low_escalate_levels_reduction']"
21796,oath,2.79,4.285714285714286,"[7, 6, 3, 3, 6, 2, 3]","['pomp', 'rule', 'diss', 'acts', 'soon']","['consequences_consequence_broken_actions_punishment', 'verbal_written_non_physical_shout', 'witnesses_notarized_seconds_witness_requires', 'promises_promise_vows_solemn_chastity', 'ceremonies_ceremony_ceremonial_associated_involved', 'integrity_virtue_honesty_dishonesty_moral', 'commitment_symbolizes_committed_serves_moral']"
21013,near,2.79,4.428571428571429,"[13, 2, 4, 3, 6, 2, 1]","['away', 'most', 'deem', 'many', 'west']","['subjective_context_nature_personal_based', 'opposite_far_east_there_go', 'distance_diminishes_measures_time_measured', 'location_place_used_agreed_locations', 'closeness_proximity_distance_emotional_indicates', 'spatial_relationship_awareness_relationships_relation', 'context_requires_meaning_specificity_understood']"
11379,eyed,2.79,4.75,"[8, 3, 3, 5]","['monk', 'seen', 'yogi', 'dusk', 'tear']","['meditation_mindfulness_meditates_meditative_watchfulness', 'gaze_eyes_prolonged_eyed_involves', 'light_lightness_lighting_conditions_dreaming', 'vision_blur_affected_glaucoma_impairments']"
17891,kept,2.79,5,"[11, 3, 6, 5, 4, 1]","['took', 'rode', 'stay', 'fill', 'plug']","['tense_past_verb_sink_weave', 'secret_secrets_secretive_complicity_confidential', 'safety_device_protocols_measures_safekeeping', 'possession_implies_indicates_denotes_possessed', 'remaining_something_place_remains_discarding', 'maintenance_maintain_care_infers_fund']"
18493,lent,2.77,3.1,"[3, 7, 2, 3, 4, 2, 3, 2, 2, 3]","['monk', 'week', 'amen', 'debt', 'hymn']","['last_days_lasts_40_lasting', 'texts_religious_jesus_bible_biblical', 'prayers_prayer_end_hymns_time', 'forgiven_penance_mercy_forgiveness_forgiving', 'spiritual_religious_spirituality_growth_faith', 'liturgy_liturgical_period_christian_part', 'begins_starts_wednesday_ash_monday', 'saturday_ends_sunday_holy_week', 'rapid_movement_involves_acceleration_fasting', 'religious_services_church_presides_ceremonies']"
18503,less,2.77,4,"[3, 8, 4, 2, 3]","['much', 'some', 'wane', 'many', 'more']","['deficiency_shortage_lack_insufficiency_imperfection', 'quantity_represents_scalar_used_describe', 'comparative_more_than_used_comparable', 'decrease_decline_reduction_quantity_value', 'adverbs_adjectives_modifies_adverbial_modify']"
2212,balk,2.76,2.1666666666666665,"[2, 2, 5, 2, 1, 1]","['bunt', 'left', 'whoa', 'quit', 'shut']","['pitcher_baseball_batter_illegal_pitching', 'runners_advance_base_smooth_bottom', 'stop_stopping_means_pause_shut', 'sports_baseball_used_term_team', 'penalty_penalties_games_shootout_runner', 'runners_base_penalized_deceiving_confuse']"
7427,cute,2.76,3.5,"[7, 3, 2, 2]","['nice', 'pure', 'slim', 'hunk', 'tend']","['attractiveness_attractive_unattractive_associated_man', 'care_caring_desire_protect_resonates', 'innocence_innocent_naivety_symbol_presumption', 'endearing_charming_perceived_frivolous_annoying']"
27226,romp,2.76,4.142857142857143,"[6, 3, 6, 3, 2, 4, 5]","['zing', 'leap', 'jest', 'dibs', 'glee']","['energy_energetic_field_source_lively', 'involve_activities_games_money_might', 'jumping_jump_involves_jumps_grappling', 'enjoyment_pleasure_fun_expresses_associated', 'noisy_when_silent_quiet_noise', 'playful_playfulness_activity_expresses_nature', 'laughter_provoke_expressed_followed_cause']"
22250,ouch,2.76,4.333333333333333,"[5, 7, 1]","['yuck', 'sore', 'moan', 'meow', 'yelp']","['interjection_speech_english_known_language', 'discomfort_pain_expresses_distress_soreness', 'loud_soft_depending_breed_dog']"
7407,cusp,2.74,3.142857142857143,"[3, 7, 5, 2, 2, 2, 1]","['axel', 'dime', 'into', 'zips', 'baby']","['transition_point_stage_video_represents', 'teeth_tooth_baby_develops_dental', 'edge_ridged_edges_ridges_raised', 'phases_phase_crescent_gibbous_new', 'peak_climax_zenith_apex_geometry', 'state_condition_states_denotes_indicates', 'zodiac_signs_astrology_taurus_horoscope']"
28208,semi,2.74,3.5555555555555554,"[10, 6, 2, 5, 2, 3, 2, 1, 1]","['bike', 'boat', 'raft', 'cart', 'toll']","['transportation_used_transporting_goods_transport', 'cargo_passengers_carries_terminals_carry', 'engine_diesel_engines_powered_gasoline', 'license_driver_licensed_operate_requires', 'brakes_air_braking_stopping_controlled', 'sleeping_sleeper_bags_cabins_hauls', 'vehicle_type_truck_minivan_suvs', 'trailer_trailers_detachable_pulls_pull', 'heavy_loads_duty_carries_carry']"
22029,once,2.74,4.5,"[7, 2]","['epic', 'gala', 'expo', 'news', 'host']","['event_events_sequence_organizes_current', 'action_quick_sudden_momentary_repeated']"
27506,sake,2.74,5.7272727272727275,"[11, 3, 5, 5, 7, 2, 8, 5, 8, 4, 5]","['beer', 'mead', 'wine', 'mull', 'brew']","['ceremonies_rituals_used_religious_celebrations', 'served_cold_warm_hot_chilled', 'brewing_beer_breweries_brewed_whiskey', 'originates_originated_japan_asia_hawaii', 'alcoholic_drinks_beverages_drunk_alcohol', 'clear_slightly_yellow_colored_colorless', 'beverage_alcoholic_drink_mulled_japanese', 'alcohol_contains_content_spirits_volume', 'served_meals_meal_rice_often', 'sweet_taste_tart_sweetened_sweetness', 'made_rice_barley_soybeans_corn']"
21315,noel,2.73,4.363636363636363,"[6, 6, 7, 5, 3, 4, 8, 2, 2, 3, 2]","['luau', 'fest', 'year', 'lend', 'lent']","['day_holidays_valentine_celebrated_holiday', 'gift_gifts_giving_given_give', 'celebration_celebrations_celebrated_celebrates_commemorate', 'sung_congregation_carols_choir_singing', 'religious_services_church_presides_ceremonies', 'peace_goodwill_symbolizes_harmony_peacefulness', 'served_meals_meal_rice_often', 'christmas_santa_claus_associated_season', 'family_gatherings_families_relatives_attend', 'decorations_decoration_elaborate_involves_lights', 'december_25th_31st_ends_celebrated']"
14706,heft,2.72,2.8,"[5, 3, 1, 3, 2]","['lump', 'mass', 'jack', 'cost', 'arms']","['mass_unit_small_mc_energy', 'weight_overweight_refers_mass_body', 'heaviness_hex_curse_plodding_heft', 'lifting_objects_lift_heavy_weights', 'cost_costs_benefit_shipping_influences']"
11438,fact,2.72,4.428571428571429,"[6, 11, 5, 3, 3, 1, 2]","['true', 'self', 'sect', 'avid', 'read']","['beliefs_belief_shares_values_practices', 'information_piece_personal_seeks_summarizes', 'knowledge_knowledgeable_highly_eager_learning', 'evidence_verified_based_listens_deliberates', 'modern_antique_ancient_historical_contemporary', 'verified_noticeboards_proven_posted_official', 'objective_objectives_setting_them_completes']"
5642,come,2.72,6.833333333333333,"[20, 6, 8, 2, 2, 3]","['came', 'seek', 'into', 'have', 'plea']","['verb_form_english_language_zygote', 'command_commands_used_chain_following', 'movement_indicates_denotes_towards_surface', 'arrival_arriving_indicates_presence_upon', 'request_requests_used_offers_polite', 'future_events_event_associated_portends']"
6955,cram,2.71,4.166666666666667,"[3, 5, 6, 3, 2, 6]","['ditz', 'oral', 'pain', 'dumb', 'hate']","['study_grades_studying_studied_academic', 'stress_cause_exacerbated_lead_frustration', 'learning_learns_learn_speak_passion', 'exams_examination_tests_examiner_examinations', 'memory_recall_memorization_forgetting_application', 'understanding_depth_complex_concepts_understandable']"
7306,cult,2.71,4.222222222222222,"[5, 6, 6, 7, 7, 1, 1, 3, 2]","['sect', 'team', 'gang', 'frat', 'self']","['community_sense_communities_gathering_promotes', 'group_people_dynamics_collective_carried', 'beliefs_belief_shares_values_practices', 'leader_captain_leaders_disciples_followers', 'rituals_ceremonies_ritual_traditions_involves', 'religious_secular_religions_sinful_believers', 'secretive_private_may_surreptitious_exclusive', 'recruit_members_new_recruitment_membership', 'controversial_extreme_misunderstood_opinions_positions']"
22970,pass,2.71,6,[6],"['jump', 'sway', 'kick', 'opus', 'flex']",['movement_movements_action_involves_physical']
5403,coax,2.7,2.6666666666666665,"[4, 2, 2]","['song', 'cord', 'liar', 'rant', 'talk']","['persuasive_persuasion_informative_skilled_tactics', 'radio_signals_transmitted_waves_ohms', 'connectors_ends_plugs_fittings_plug']"
28255,send,2.7,3,"[2, 3, 3, 2, 5, 5, 1]","['sent', 'mail', 'frat', 'idea', 'hunt']","['transmitted_communication_protocols_networks_contact', 'regulations_subject_laws_rules_safety', 'tracking_tracked_track_confirmed_animals', 'postage_postal_delivered_delivery_payment', 'recipient_sender_address_return_received', 'communication_communicated_communicates_message_messages', 'instantaneous_momentary_transient_prolonged_take']"
24122,poor,2.7,3.375,"[4, 4, 8, 3, 2, 2, 1, 3]","['rich', 'slum', 'aids', 'bank', 'user']","['housing_homeless_substandard_residents_students', 'grants_aid_assistance_government_grantor', 'access_accessible_accessibility_allows_wheelchairs', 'insurance_healthcare_access_retirement_benefits', 'basic_lacks_resources_necessities_financial', 'income_lives_net_high_worth', 'education_educated_formal_levels_quality', 'stigma_stigmatized_social_faces_discrimination']"
29452,snob,2.7,3.857142857142857,"[5, 5, 3, 4, 3, 5, 2]","['posh', 'rich', 'foul', 'pity', 'gent']","['wealth_assets_status_possesses_affluent', 'luxury_luxurious_luxuries_afford_prefers', 'status_social_class_high_higher', 'arrogant_arrogance_condescending_perceived_attitude', 'social_socializing_socializes_socialization_structure', 'taste_tastes_sharp_preferences_describe', 'inferior_inferiority_condescension_superior_toward']"
22793,pang,2.7,4.5,"[5, 4]","['soul', 'meow', 'peep', 'sate', 'vibe']","['hunger_appetite_satisfies_thirst_cravings', 'emotions_emotional_emotionally_emotion_experiences']"
7255,crux,2.69,2.6,"[3, 3, 1, 3, 3]","['main', 'love', 'aqua', 'moot', 'dole']","['central_primary_issue_aspect_main', 'essential_important_health_life_point', 'critical_thinking_pivotal_situation_moment', 'heart_chambered_side_symbolized_prominent', 'debate_contested_subject_debated_political']"
22013,omen,2.69,4.375,"[2, 4, 5, 10, 5, 5, 3, 1]","['lore', 'bode', 'myth', 'jinx', 'come']","['predicts_predictive_predictions_prediction_future', 'superstitions_superstition_superstitious_beliefs_associated', 'signs_sign_marked_signage_advertising', 'folklore_mythology_mythical_creature_myths', 'fear_induce_panic_fears_cause', 'supernatural_elements_forces_paranormal_miracles', 'future_events_event_associated_portends', 'phenomenon_natural_physics_occurrences_random']"
33272,twit,2.68,2.5,"[2, 3]","['jest', 'daft', 'poke', 'kite', 'sand']","['foolish_silly_foolishness_person_stupid', 'teasing_tease_taunt_teased_twit']"
9298,ditz,2.68,2.8333333333333335,"[2, 3, 3, 2, 6, 1]","['cram', 'gist', 'twin', 'cute', 'dolt']","['endearing_charming_perceived_frivolous_annoying', 'naive_gullible_appear_naïve_innocent', 'personality_trait_traits_personalities_behavioral', 'memory_recall_memorization_forgetting_application', 'understanding_depth_complex_concepts_understandable', 'media_portrayed_depicted_literature_culture']"
17746,josh,2.68,3.4,"[3, 5, 2, 4, 3]","['john', 'tony', 'word', 'text', 'clan']","['name_names_used_given_naming', 'english_language_used_speaking_countries', 'hebrew_derived_name_yehoshua_greek', 'surname_name_nickname_first_last', 'languages_translated_spelled_different_variations']"
36265,wham,2.68,3.6666666666666665,"[5, 5, 6, 2, 3, 1]","['bonk', 'gasp', 'thud', 'woof', 'jerk']","['exclamation_exclamations_followed_mark_point', 'shock_surprise_stunned_indicate_shockwaves', 'onomatopoeic_onomatopoeia_word_onomatopoetic_frequently', 'comic_books_sound_effects_comics', 'impact_collision_indicates_sudden_represents', 'implies_causality_motion_another_change']"
4068,byte,2.68,4.125,"[4, 5, 5, 4, 5, 6, 3, 1]","['file', 'zero', 'code', 'lift', 'font']","['computers_processing_computer_processed_executed', 'characters_character_encode_single_special', 'data_stores_store_stored_storage', 'binary_bits_code_decimal_consists', 'numbers_number_256_decimal_floor', 'programming_computing_used_computer_data', 'file_formats_various_pdf_jpg', 'digital_information_unit_encoded_data']"
29036,skew,2.68,4.5,"[4, 5]","['dial', 'sear', 'yarn', 'axle', 'tong']","['barbecues_grilling_barbecue_grill_charcoal', 'rotated_rotates_rotation_spinning_spun']"
35898,wait,2.68,5.833333333333333,"[20, 4, 5, 2, 2, 2]","['stir', 'late', 'weep', 'like', 'bide']","['verb_form_english_language_zygote', 'patience_requires_consistency_shows_necessitates', 'delay_delays_delayed_slowed_cause', 'passive_active_voice_selected_traits', 'anticipation_activity_associated_often_precedes', 'occurs_contexts_occur_social_settings']"
