Word,Meanings,labels,newMeaning,features,keep_semfeat
wilt,Associated with dehydration,1985,May be exacerbated by dehydration Can be dehydrated into chips Can lead to dehydration Can cause dehydration if frequent Can lead to dehydration May indicate thirst Dehydrates easily Can cause dehydration Can cause dehydration if persistent May lead to dehydration if frequent May prevent backdrafts Can be caused by eating or drinking quickly May happen after eating or drinking Often happens after eating or drinking Causes perspiration Can lead to drooling Associated with dehydration Involves loss of turgidity Caused by dehydration Often associated with desolation,dehydration_drinking_eating_lead_frequent,True
spec,Spectacle,272,Often associated with visual impairment Used by visually impaired individuals as a white cane Associated with vision tests (eye chart) Vision can be corrected with glasses or contact lenses Vulnerable to diseases and disorders such as cataracts or glaucoma Can correct vision Can blur vision Can blur vision temporarily Can blur vision Involved in eye diseases like glaucoma Plays a role in vision acuity Can obscure vision when in large quantities Can obscure vision when dense Does not impede vision permanently Adjustment of light's trajectory in lenses and glasses Affects vision Can be corrected by adjusting lens Happens in vision Visual impairment effect Might have enhanced peripheral vision Can cause motion blur in photography Relates to vision Affected by optical illusions Related to sight Can be affected by optical illusions May be affected by visual impairments Spectacle Designed for vision correction Used to improve eyesight Related to vision Can be affected by vision impairments Associated with vision Is related to vision capacity Is related to the ability to see Vision may be blurry,vision_blur_affected_glaucoma_impairments,True
spec,Used in manufacturing,3124,"Used in construction and manufacturing Used in engineering Used to make broths and stocks Used for making wine Used in wine production Is used in die casting Used in die casting Used in die-casting Used in liturgies Used in creating composite materials Used in various industries Used in various industries Used in the manufacturing of bricks Used for making ceramics and glass products Used in the production of cement Used for making cement Used for making glass products Used for repairing items Used in industrial processes Used in the production of wine stoppers Used to make bioplastics Used in bioplastics and building materials Utilized in brick making Used in brickmaking Used in brick-making Used in manufacturing for precision Used in engineering design Used in various industries like oil, water treatment, and manufacturing Used in the chemical industry for transferring chemicals Industrially used for mass production Is used for conveying air, liquid, or other materials Used for industrial processes Used in repairs Used in repairs Used in manufacturing Used in industry for sieving Used in industrial applications for sieving Used as a raw material in manufacturing Used in manufacturing processes Used in construction and manufacturing Used in manufacturing and construction Used in manufacturing Used in manufacturing Is used in solder Used by miners Often used in construction to mix materials Used by manufacturers Is used in various industries Used in manufacturing Used in engineering Used for quality control Used in product development Used in technology Used in winemaking",used_manufacturing_making_industries_die,True
fury,Is an intense emotion,147,Is a state of emotion Is an emotion Describes an emotion or attitude Describes an emotion or feeling Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is a human emotion Is an intense emotion Is an intense emotion Is an emotion Is an intense emotion Is an intense emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is a strong emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotional action Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion Is an emotion An emotion,emotion_intense_describes_attitude_emotional,True
fury,Associates with anger,3427,"Involves strong emotions like anger or hatred Causes anger or disgust Associated with expressions of anger or frustration Can be associated with emotions, such as anger or distress Associated with expressions of anger or frustration Induces anger or irritation Provokes anger Can cause anger Induces anger Associated with anger or frustration Exhibited in gestures of anger Symbol of anger or aggression Is associated with anger or frustration Can signal anger Can signify anger Associated with anger and rage Becomes stronger as anger increases Conveys anger Reflects anger Associated with anger Associated with anger Manifests as anger Associates with anger Associated with anger Intense anger Intense anger May invoke anger or hurt Invoked as a curse or in expressions of anger Often associated with anger or violence Describes a state of rage Associated with anger Often accompanied by anger",anger_frustration_associated_rage_expressions,True
fury,Can lead to aggression,2721,Involves a response to aggression Can be a symbol of threat or aggression Can be a symbol of aggression or danger Can be a symbol of danger or aggression Lacking natural aggression Triggers defensive reactions Can express aggression or warning Can be symbolic of aggression or fierceness Associated with annoyance or aggression Expresses aggression or defense Associated with aggression Can be a form of verbal aggression Sign of aggression or warning Indicative of aggression Indicates aggression or territorial behavior Indicates aggression or territorial behavior Expresses aggression or displeasure Indicates aggression or fear Sign of aggression or defense Indicates aggression or threat May imply a degree of aggression May involve physical aggression Can lead to aggression Often leads to aggression Can lead to aggression Leads to aggression Can result in aggression Leads to aggression Has an element of aggression Displays aggression or hostility Can lead to aggression Can provoke aggression,aggression_symbol_territorial_warning_threat,True
fury,May increase heart rate,624,Increases heart rate Increases heart rate and muscle activity. Increases heart rate briefly Can lead to elevated heart rate Can lead to elevated heart rate Increases heart rate Elevates heart rate Increases heart rate Can lead to an increase in heart rate Increases heart rate Increases heart rate Increases heart rate Can increase heart rate Influences heart rate Results in elevated heart rate Increases heart rate Increases heart rate Can cause physiological changes like increased heart rate Linked to heart rate during exercise Influences heart rate Leads to elevated heart rate Often leads to elevated heart rate May increase heart rate Affects heart rate and blood pressure Associated with raised heartbeat Low heart rate Low heart rate Low heart rate Low heart rate Leads to increased heart rate Can cause an increased heart rate Increases heart rate May increase heart rate,heart_rate_increases_elevated_increase,True
fury,Accompanies a feeling of powerlessness or injustice,3126,"Is based on perceived slights or injustices Often carries a sense of injustice or grievance Can be based on perceived injustices Refers to being aware, especially of social injustice Emphasizes knowledge about injustices Involves understanding systemic oppression Can be triggered by injustice Can be a response to perceived injustice Can be a response to perceived injustice or frustration Accompanies a feeling of powerlessness or injustice Can be triggered by injustice Can be triggered by perceived injustice Often results from perceived injustice May be motivated by injustice Leads to unfair treatment",injustice_injustices_perceived_triggered_powerlessness,True
fury,Can trigger the fight-or-flight response,1820,Exhibits fight or flight response Displays fight or flight behavior Exhibits a fight or flight response Triggers fight or flight response Connected to the fight-or-flight response Is associated with the fight-or-flight response Can trigger the fight-or-flight response Linked to the fight-or-flight response Linked to the fight-or-flight response Triggers fight or flight response Is associated with the fight or flight response Induces fight or flight response Triggers fight or flight response,fight_flight_response_or_triggers,True
fury,Can cause shouting or loud speech,2618,"Results in noise and shouting Can be caused by words or actions Often involves provocation Often associated with mass unsolicited messages Often involves complaining Might include complaining Unnecessary commotion or noise Often involves complaints Action of jabbing Often softer than a shout or yell Often associated with shouting Often requires shouting to communicate over Can cause yelling Can cause shouting or loud expressions Often involves shouting A verbal outburst Usually involves complaints or grievances Verbal expression of complaints Often involves complaining Usually involves complaints Can be replaced by synonyms for nuance (exclaimed, whispered, etc Can cause shouting or loud speech Leads to raised voice or yelling Might be expressed through shouting or loud noises Often involves harsh language Often involves inappropriate comments May involve raised voice or shouting",shouting_complaints_complaining_involves_often,True
fury,Often depicted as a red or dark aura in artistic works,820,"Subject of art Is associated with art, often in paintings and sculptures Often depicted in art and literature for its beauty Is depicted in art and literature Has engravings or images Often depicted in art and mythology Often seen in historical depictions Often featured in literature and art Featured in poetry and art Is often depicted in art and literature Subject of many works of art and literature Associated with Asian art Associated with Chinese art Featured in art and symbolism Represents a graphical element in art Subject of numerous works of art Often depicted in classical art Often depicted in ancient art and coins Often depicted in ancient art and coins Represented in religious art Seen in religious art Can be seen in icons and paintings Appears in religious art Worked into iconography and literature Depicted in religious art Depicts objects, ideas, or scenes Subject of poetry and paintings May be depicted in historical paintings Often depicts historical or famous figures Can be an object of study in art history Common in classical art and sculptures Associated with art Is related to the positioning of paintings or pictures Often depicted as studious Has been depicted in art and literature Often depicted with red imagery Often described in literature and art Often depicted as a red or dark aura in artistic works Can be depicted in literature and art as a force Can be depicted in literature and art Is often depicted in art and literature Associated with art and culture Associated with the arts, as in fine arts Is depicted in art and literature Linked to the arts Often depicted in artistic representations Can be personified in literature or art Connected to the arts and literature Often depicted in classical art Associated with the arts Traditionally linked to the arts Is depicted with bright colors in art May be represented in literature, music, and art Often depicted in art and literature",art_depicted_literature_paintings_arts,True
mini,Refers to something small in size,1067,"Can make one feel small or insignificant Makes one feel small or insignificant in comparison Characteristic of being small or miniature Features are often proportionally smaller or larger Can imply a minor or significant deviation Can be big or small (big data vs small data) Implies a small or narrow form factor May imply a certain scale or scope May denote a generous or large scale Is a small, thin, delicate piece or amount of something Can be industrial or small-scale Remnant of something larger Can be substantial or minor Is used metaphorically to describe a small amount or part of something Is smaller than a quartet Is smaller than a quartet Refers to a single, distinct element of something larger Opposite of small Refers to a very small size May be associated with miniature models Represents something very small in size Can refer to size Can indicate something diminutive in scale Related to miniature versions of larger items Refers to something small in size Implies cuteness or appeal due to small size Can refer to a small version of something Indicates something is smaller than usual Refers to a small size Shortened form of miniature Used to describe scaled-down versions of things Refers to something small in size Denotes a smaller version of something Suggests a miniature or scaled-down variant Comparative form of ""little"" Indicates small size Indicates small or narrow size in certain contexts (e.g., fine print) Relates to inadequacy in size or power Refers to something small Means small or weak Refers to size Suggests being part of something larger",small_size_something_miniature_smaller,True
mini,Compact,3351,Can be compacted Subject to compaction Can be compacted Is designed to be compact Can be compact or loose in texture Can be compacted into a snowball Can be compacted to make snowballs Can be compacted into snowballs Is compact Can result in difficulties fitting into compact spaces Compact Compact Associated with compact design Compact,compact_compacted_snowballs_compaction_snowball,True
mini,Used as a prefix to indicate smaller version of something,2571,"Prefix in word formation Prefix in English language Prefix used to indicate opposition or negation Can be modified by prefixes and suffixes Is the root word for 'prime' Holders may use the prefix before their name Entitles one to the prefix ""Dame"" Can be shortened to ""Jack"" Often shortened to ""Jack"" Can be prefixed with types, like 'silverware' or 'dishware' Sometimes abbreviated or altered for convenience Used as a prefix to indicate smaller version of something Often used as a prefix Is commonly used as a prefix Often paired with ""the"" Typically followed by an -est ending adjective Is a prefix Prefix used in English Is a prefix Can be 'a.m.' or 'p.m.' Suffix in English language Often paired with 'as' (as...as)",prefix_jack_as_english_shortened,True
mini,Often more affordable,863,Is often more affordable than the real thing Less expensive than genuine items Economical alternative Less expensive than genuine items Often has a cost Can be expensive Can be expensive Varies in cost depending on amenities Expensive Expensive Can be expensive in salons Can be costly Costs nothing Can be expensive Can be expensive Usually cheaper than replacing the item entirely Can be expensive Often free or at lower cost Varies in cost Typically cheaper per unit than retail More expensive Often more affordable May be more economical Can suggest a lower cost Is less expensive than new items Typically less expensive than new items Often made with cheaper materials Often cheaper than the real thing Often cheaper Often more expensive,expensive_cheaper_cost_less_economical,True
raid,Is a sudden attack,1191,Comes in sudden bursts Usually occurs suddenly Can be a sudden event Can describe a sudden outburst Occurs unexpectedly Often has sudden onset Might happen when seeing something unexpected Can be sudden and unexpected Can appear suddenly Can appear suddenly Occurs suddenly Often occurs suddenly Occurs suddenly Occurs suddenly Has a sudden effect Sudden occurrence Could be a chance encounter Could be a first-time encounter Happens quickly Can be a sudden flow Is a sudden attack Sudden attack A sudden attack Can be sudden or unexpected Unusual occurrence Can occur suddenly May describe a sudden burst of energy,sudden_suddenly_occurs_attack_unexpected,True
raid,Is coordinated,62,Requires coordination to use for play or exercise Requires coordination and skill Requires coordination Demonstrates coordination Requires coordination Requires physical coordination Requires coordination Requires practice and coordination Requires rhythm and coordination Requires coordination Can require balance and coordination Improves coordination Requires physical coordination Involves coordination and balance Requires bodily coordination Requires coordination Involves coordination Requires coordination Requires balance and coordination Requires balance and coordination Requires balance and coordination Requires coordination Improves coordination Requires coordination Requires coordination Requires coordination and timing among members Can help improve coordination Improves coordination. Requires coordination Requires coordination Often requires coordination Requires coordination May involve coordination Is coordinated Typically involves coordinated effort Often requires coordination and communication among participants Requires rhythm and coordination Involves alignment or coordination Involves coordination Achieving temporal coordination,coordination_requires_balance_improves_coordinated,True
raid,Often conducted to seize something,3,Can be used for a surprise attack To ward off or repel The act of repelling Suggests entrapment or enchantment Designed to destroy targets or intimidate enemies Designed to withstand sieges Acts as a deterrent to attackers Used to impede attackers Historically used to deter enemies and attackers Designed to penetrate Known for divot stomping during half-time Used to control and attack long open lines on the board Is a form of attack Designed to catch or detain Penetrates an object or body A form of attack Used as a deterrent Used as a defensive mechanism Often shaped like a gun or baton Often conducted to seize something Aimed at seizing or destroying something Used to disrupt or damage an enemy Usually involves invasion Subject to sieges.,attack_attackers_deterrent_sieges_designed,True
raid,Could be a military operation,2416,"Can be a military designation Can be a military term, as in rear guard or rear admiral Controlled military forces Operated by military or terrorists Operated by soldiers Has a crew of soldiers to operate it Used as a command center in wartime Is a military structure Is a military force Uses military vehicles and equipment Can be deployed internationally Subject to military law Is a military force Is a military force Coordinates joint operations with other armed forces Governed by military law Supervised by military personnel Managed by a brig officer Subject to military law Commands military forces Operated by specialized military units Is a military branch Is part of a nation's armed forces Participates in joint operations with other military branches Deploys marines for special operations Is a branch of a nation's armed forces Is a branch of the armed forces Is a branch of a nation's armed forces Can deploy marine corps Commands an army Can refer to a military term for a secure leadership site Is a military installation Can be demilitarized Involves military Could be a military operation Military operation Can be a military operation Can be a military action",military_forces_armed_branch_nation,True
raid,Intended to surprise the target,2192,"Guides actions towards achieving a target Targeted at a dartboard Can be random or targeted Can be targeted or unexpected Has a target demographic Is a target for space exploration missions May be followed by a chaser Targets an object or person Can target objects or people Aims at a target Has specific target animals or objects Activated by the presence or action of the intended target Involves motion towards a target Requires a target Requires close proximity to target Targets animals Is often targeted or striven for Is a target Targets can range from politics to everyday life Intended to surprise the target Has a specific target A targeted attack Often associated with a target Targets people, objects, or concepts Targets a specific category",target_targets_targeted_objects_towards,True
raid,Often involves surprise,1068,Causes surprise Startles or surprises Linked to amazement Accompanied by surprise Is related to surprise May involve a twist or surprise Expresses astonishment or curiosity Reflects surprise or curiosity Expresses surprise Can indicate amazement Expresses surprise Expresses surprise Indicates amazement Emphasizes a reaction to something unexpected Expresses surprise Indicates surprise Indicates surprise Expresses surprise Indicates surprise Used to express surprise Used to express amazement Expresses surprise Expresses surprise Expresses surprise Expresses astonishment or awe Carries a connotation of surprise Can be a surprise Can be a surprise Can surprise someone Can be a surprise Can express surprise or emphasis Associated with surprise Might be used to surprise someone Often associated with awe or surprise Indicates surprise Can indicate surprise Used to express surprise Often contains a twist or surprise Often involves surprise Has an element of surprise Often involves surprise Suggests an intent to surprise Often involves surprise elements Has an element of surprise Can create surprise Expresses surprise Expresses surprise Expresses surprise Often results in surprise and confusion Used in questions to express surprise Relies on the element of surprise Relies on the element of surprise Used in expressions of surprise,surprise_expresses_amazement_express_element,True
raid,Can be law enforcement action,243,Executed near home plate Executed close to home plate Executed close to home plate Reported to law enforcement Reported to law enforcement Requires police or military intervention Possible presence of law enforcement Can lead to clashes with law enforcement Involves law enforcement intervention Might involve the use of tear gas or water cannon by police Can be a target of law enforcement Subject to law enforcement investigation Subject to being confiscated by authorities Subject to law enforcement recovery efforts Can be confiscated by authorities Subject to recovery by law enforcement Subject to strict surveillance Subject to law enforcement surveillance and efforts to disband Subject to law enforcement scrutiny Is checked at border control Checked at border control Has a reputation for breaking the law Can be subject to police investigations Subject of law enforcement monitoring and action May involve a swatting tool like a fly swatter May be delivered by a stun gun Subject to drug enforcement Subject to law enforcement Subject to law enforcement Subject to law enforcement activities Can be law enforcement action May involve law enforcement Can be conducted by law enforcement May lead to arrests in a police context,enforcement_law_subject_police_plate,True
zero,Is a number,1559,Lacks specificity in number Involves numbers Involves numbers Deals with numbers Expressed as a number Is a number Is an integer Is a number Is a composite number Is a number Is a number Is a number Positive integer Prime number Is a prime number Is a number Is a prime number Is a number Is a number Is an integer Is a number Is a number Is an integer Is an integer Is an integer Is a number Is an integer Refers to a number,number_integer_prime_numbers_specificity,True
zero,Represents no quantity or null value,129,"Represents no quantity or null value Represents null in computer programming Represents no quantity or null value Represents zero quantity Equivalent to zero in quantity Represents zero quantity Null in value Generally implies a non-zero, non-specific quantity",null_quantity_zero_represents_value,True
zero,Is even,3965,Even and level Is even Is even Even number Even number Even number Is even Is even Is even Can be even or odd Can be evens or odds,even_number_evens_odds_odd,True
zero,Symbolized by a digit,2794,Can be applied to letters and numbers Has markings or numbers Has numbers or symbols around its perimeter Has numbers or markers Marked with numbers or symbols Connects numbers or quantities Uses numbers and symbols Each side represents a number from one to six Has pips (dots) to represent numbers Displays floor numbers Displays floor numbers Displays floor numbers Displays the current floor number Present in phone numbers Represents a number Part of the decimal numeral system Represents a number Represents a number Symbolized by a digit Fundamental in the decimal number system Represents a number Placeholder in positional number systems Used as a placeholder in the decimal system Represented by integers Can represent 256 different values Can represent 256 different values Can represent 256 different values Indicates being amongst numbers,numbers_number_256_decimal_floor,True
zero,Used in mathematics,3157,"Used in mathematics to denote a prime number Used in algebra Used in algebra Commonly used in written and printed math problems Used in algebra Can be used in mathematics and programming Used in mathematics Used in mathematics Is used in mathematics Used in mathematics and graphing Has mathematical significance Used in mathematics for problem-solving Can be used in mathematics to illustrate concepts Used in mathematical calculations May be used in mathematics or science May be used in mathematics, science, or industry Is often used in mathematical or scientific contexts Used in mathematics Is used in mathematics and physics Used in mathematics Is used in physics equations Is used in mathematics for operations Used in mathematics Used in mathematics Used in scientific calculations Used in mathematics Used in mathematics Used in mathematics Crucial in mathematics Used in science and mathematics Used in mathematics to represent a variable Used in mathematics Often used in mathematical contexts Can be used in mathematics Often used in mathematical contexts Used in mathematics to represent nonexistence Used in logic and mathematics Has mathematical applications Used in mathematics Used in mathematics Used in mathematical contexts Used in mathematical expressions Used in mathematics Can be used in mathematics Used in mathematics",mathematics_used_mathematical_algebra_science,True
zero,Used to denote temperature in Celsius or Fahrenheit at a specific point,1437,"Temperature is monitored with pyrometers Temperature is similar to body temperature Used to describe levels of measurement (e.g., high temperature) Relates to temperature (cold) Can refer to a temperature state Has a temperature between 700°C and 1200°C Has a temperature Has a surface temperature Has a color which can indicate its temperature Has a specific activation temperature Indicates a specific temperature in cooking recipes Can be a temperature of an object or environment Is a temperature state Can refer to temperature Occurs at 0 degrees Celsius or 32 degrees Fahrenheit Represents cold in temperature Is a temperature descriptor Indicates a step toward hot Can describe food temperature Describes a temperature Describes a mild heat level Represents temperature Is a measure of heat Relates to temperature Is a shortened form of temperature Measurement of heat energy Measures heat Can be Celsius or Fahrenheit Relates to temperature Measures heat Used to denote temperature in Celsius or Fahrenheit at a specific point Used to indicate temperature (0 degrees) Used in the concept of zero degrees in temperature scales Used to denote temperature (0 degrees) Describes temperature between warm and cold",temperature_degrees_heat_fahrenheit_celsius,True
zero,Used in binary code,1703,"Is binary Relates to binary systems Has a binary nature May exist in a binary system Can have a single or double bit Used in numbering systems (e.g., binary base, decimal base) Can have variations, like Morse or binary code Can be binary or alphanumeric Can be binary Used in binary code Serves as a placeholder in binary code Fundamental in various number systems like binary and decimal Important in computer binary code Consists of 8 bits Has a binary value Equals 8 bits Is a binary sequence Consists of 8 bits Is binary Consists of 8 bits",binary_bits_code_decimal_consists,True
zero,Symbolized by '0',2728,"Might be used metaphorically to depict something formless or undefined Typically devoid of pattern or ornamentation Associated with the concept of nothingness Symbolizes nothingness Associated with the concept of nothingness Symbolizes nothingness Symbolized by '0' Symbolizes nothingness Concept of zero originated in ancient India Symbolized as ""0"" Represents the concept of nothingness Can be used to describe a level of none, such as zero visibility Is a critical concept in physics (e.g., absolute zero) Is synonymous with ""no way"" or ""not at all""",nothingness_concept_zero_symbolizes_symbolized,True
flaw,Can affect functionality,584,Can affect the functionality of items Can affect the function of the object Reduces functionality Reduces functionality Reduces functionality Limited functionality Can affect function of affected object Can affect the function of certain mechanisms or tools Can reduce behavioral problems Affects the ease of handling Possibly less functional Improves functionality Has varying levels of functionality Impedes functionality Affects layout and design Can affect the ergonomics of furniture and vehicles May experience usability problems Can be affected by interface design May have a reduced functionality Affects product functionality Can imply reduced functionality Can affect functionality Could affect functionality May reduce functionality Can affect functionality Has potential bugs and issues Has potential bugs Functionality may be tested,functionality_affect_bugs_reduces_function,True
flaw,May be subjective in nature,100,Is subjective Is subjective Is subjective Is subjective Is subjective in nature Subjective case Is a subjective term Is often subjective Is subjective Is subject to reviews and ratings Is subjective Is subjective Is subjective Is often subjective Can be subjective Is subjective Is subjective Is subjective Is subjective Is subjective Can be subjective Is subjective Is subjective May be subjective in nature Is subjective in some cases Can be subjective Can be subjective Often subjective Can be subjective based on context Is subjective Can be subjective Is subjective Can be subjective Is subjective Is subjective Can be subjective Can be subjective Is subjective Can be subjective based on context Is subjective Can be subjective Can be subjective Can be subjective Is subjective Is subjective Is subjective Is subjective Is subjective and personal Can be subjective Can be subjective Is subjective Is subjective Is subjective Is subjective Is subjective Is subjective Subjective and personal Is subjective Can be subjective Often subjective Can be subjective Can be subjective Is subjective Is subjective Is subjective Is subjective Can be subjective Can be subjective Is subjective Can be subjective Is subjective Subjective depending on context Subjective term Often subjective Is subjective Can be subjective CanBe subjective Can be subjective,subjective_context_nature_personal_based,True
flaw,Can be symbolic for vulnerability or humanity,1819,Sign of vulnerability Vulnerable Vulnerable Vulnerable or unprotected Vulnerable Vulnerable to external conditions Can imply vulnerability Vulnerable to attack or harm Vulnerable Expresses vulnerability Vulnerable state Can suggest vulnerability Associated with vulnerability Represents vulnerability Potentially subject to exploitation Involves exploiting system vulnerabilities Exploits weaknesses May expose vulnerabilities Vulnerable to exploitation Shows vulnerability Vulnerable to being captured Is nearly invulnerable May imply vulnerability or exposure Potentially vulnerable or exposed Implies a certain fragility or vulnerability due to Can be symbolic for vulnerability or humanity May cause vulnerability or weakness Leads to vulnerability May imply vulnerability Can imply vulnerability Associated with vulnerability Can imply vulnerability Requires a degree of vulnerability Necessitates vulnerability May imply vulnerability May create vulnerability May be considered unsafe or vulnerable,vulnerability_vulnerable_imply_vulnerabilities_exploitation,True
flaw,Varies greatly in severity,1236,"Measured by the Glasgow Coma Scale Is measured by the Glasgow Coma Scale Has different levels of severity Indicates a high level of severity or intensity Varies in severity Varies in severity Can vary in severity Indicates a low level of severity Indicates a moderate degree of anything (e.g., pain, symptoms) Involves minimal severity Varies from mild to severe Varies from mild to severe Varies in severity Varies in severity Varies in severity Varies in severity Varies in severity Can vary in severity from minor to severe Varies in severity Varies in size depending on the severity Varies in severity, from first to third degree Varies in severity (first, second, third degree) Varies in scale from minor to severe Varies based on offense severity Varying degrees of severity May vary in severity Varies in severity from mild to profound Varies in size and severity Varies greatly in severity Varies in severity Vary in severity Varies in severity Can have varying degrees of severity Differs from depression in severity Categorized by severity",severity_varies_severe_vary_glasgow,True
sulk,Displays mood,2845,"Reflects a mood of dejection Can be a temporary mood Light in feeling or mood Indicates mood Implies a certain mood or feeling Conveys a mood or tone Conveys mood or tone Reflects a person's mood or health May indicate pensive or sulky mood Can convey a negative mood or atmosphere Reflects a dog's mood or needs Has mood Can refer to the mood or general ambiance of a setting Mood setter for evening activities Can affect mood, often seen as gloomy or refreshing May feature mood lighting Includes mood lighting Used metaphorically to describe emotions or states of mind (e.g., a dark mood) Can be a mood or tone in literature (grey mood) Sets the mood of a song Can set the mood or feel of a song Helps in setting the tone or mood of a song Can lighten the mood Displays mood A mood or state of being Is a mood or behavior Is a mood Is said to reflect mood or emotion Can reflect a person's mood or health Is said to reflect one's mood or health Often accompanied by a positive mood Can be used in literature to build tension or set mood May be used to lighten the mood Can lighten the mood Describes a mood Represents a mood Describes a mood Describes a mood Associated with mood Informs a mood or state of mind Reflects a quick change in mood or mind Reflects mood",mood_lighten_song_tone_reflects,True
sulk,Shows disappointment,1691,Can be a response to disappointment or bad news Can be a response to disappointment or grief Can occur after disappointment May cause disappointment Can signal disappointment Can be a sign of disappointment Leads to disappointment Conveys disappointment Suggests disappointment Leads to disappointment Leads to disappointment Can result in disappointment Can lead to disappointment Shows disappointment Is a reaction to disappointment or sadness Is a response to disappointment Induces a feeling of disappointment or regret Often followed by a sense of disappointment May provoke disappointment or frustration Often leads to a feeling of disappointment Invokes feelings of disappointment Can be a result of disappointment Might result from disappointment Can be a result of disappointment May lead to disappointment if expectations aren't met May lead to disappointment May lead to disappointment Sometimes results in disappointment Used to convey disappointment Shows disappointment Conveys disappointment,disappointment_leads_lead_result_response,True
sulk,Is silent,1766,Can occur silently Can be silent Can be done silently or noisily Can be silent Held in silent rooms May take a vow of silence May take a vow of silence Can be silent Can be silent Can be silenced or deactivated Is a command to be silent Implores to be quiet Feels silent Can be read silently or aloud Performs silently Performs silent acting Performs silently Performs silently Can be a quiet time of day Can be suppressed to be more quiet Can be suppressed Can be suppressed Can be silent Can be silent Silent Is silent Can be silent Can be expressed or silenced Can be silent Can be done quietly Can be done silently or aloud Can be silent or aloud Lives in a silent or near-silent world Can imply someone is silent or reserved Silent Has silent mode Can be silent or spoken aloud Can be silent or spoken Can be done silently or aloud Can be silent Can be muffled Is silent May include silent treatment Can be silent Silent Can be silent Is silent Expressed silently or out loud May be silent Expressed silently or aloud,silent_silently_aloud_performs_suppressed,True
sulk,Is non-communicative,331,Can be communicated non-verbally Is non-verbal communication Does not require verbal communication A non-verbal reaction to Is a non-verbal form of communication Non-verbal communication Is an aspect of non-verbal communication Non-verbal communication Used as a form of non-verbal communication Verbal communication Is a non-verbal communication Can be non-verbal communication Non-verbal form of communication Is non-verbal communication Carries no verbal information Can be a form of non-verbal communication Used in non-verbal communication Is non-verbal communication Necessary for non-verbal communication Is non-verbal A non-verbal communication method Is a non-verbal communication form Non-verbal communication Is non-verbal communication Is a non-verbal action Can be considered a non-verbal communication May involve non-verbal communication Engages in non-verbal communication Used to convey non-verbal communication Is part of non-verbal communication Non-verbal form of communication Is non-communicative Typically associated with being uncommunicative Is a form of non-verbal communication Involved in non-verbal communication Is a form of non-verbal communication Conveys non-verbal communication Is non-verbal at times,verbal_communication_non_form_uncommunicative,True
sulk,Involves brooding,2967,Involves sulking Often accompanied by brooding Is associated with sulking Shows sulking behavior Can suggest a state of lethargy Involves brooding Might involve brooding over something May be accompanied by brooding May involve brooding or sulking,brooding_sulking_accompanied_lethargy_involve,True
sulk,Is a coping mechanism,2213,Used as a coping mechanism Involves developing coping mechanisms Can involve using coping mechanisms Is a coping mechanism Can be a coping mechanism for dealing with emotions Can be a coping mechanism Often requires management or coping strategies Often requires coping strategies Managed by therapy and coping strategies May necessitate acceptance or coping mechanisms Might trigger coping mechanisms or support systems Triggers coping mechanisms Requires adaptation or coping mechanisms Can be used as a coping mechanism Can be used as a coping mechanism Can be used as a coping mechanism May be used as a coping mechanism,coping_mechanism_mechanisms_strategies_used,True
sulk,Can be considered a passive-aggressive response,803,Exhibits defensive behaviors Non-aggressive and defensive in nature Sometimes used manipulatively in social situations Can be considered manipulative Social behavior with aggressive undertones Manipulative behavior Engages in intimidation or violence Exhibits manipulative behavior Non-aggressive in behavior or temperament Sometimes expressed through passive-aggressive behavior Exhibits aggressive behavior Is known for its aggressive behavior Displays aggressive behavior Engages in rutting behavior Exhibits aggressive behavior May exhibit aggressive behavior May display rebellious behavior Can be rebellious or experiment with boundaries Involves aggressive behavior Associated with extroverted behavior Is known for dramatic and flamboyant behavior. Can be rebellious Associated with disorderly conduct Can result in aggressive behavior Associated with rebellious attitudes Associated with rebellious behavior Non-aggressive behavior Often bullied or picked on Struggles with aggressive situations Can be considered a passive-aggressive response Often perceived as immature or uncooperative behavior Can be seen as passive-aggressive May exhibit aggressive behavior Is a form of social or psychological bullying Can describe unsportsmanlike behavior Manipulative in nature Involves mental or psychological tactics Can describe someone behaving wildly or disruptively Might be viewed as cruel behavior Shows restraint in actions or speech Can be used manipulatively in social contexts Exhibits a rebellious or challenging attitude Can signal a daring or rebellious character Might suggest a rebellious or nonconformist attitude Can describe a person who is irritable or easily provoked Can be seen as manipulative,aggressive_behavior_rebellious_manipulative_passive,True
